review,cleaned,sentiment,keyboard
a big fat pain,a big fat pain,Negative,"['pain', 'fat', 'big']"
"this is a movie filled with unlikable , spiteful idiots whether or not their friendship is salvaged makes no difference in the least",this is a movie filled with unlikable  spiteful idiots whether or not their friendship is salvaged makes no difference in the least,Negative,"['friendship', 'unlikable', 'movie']"
as giddy and whimsical and relevant today as it was 270 years ago,as giddy and whimsical and relevant today as it was 270 years ago,Negative,"['giddy', 'relevant', 'whimsical']"
"while some will object to the idea of a vietnam picture with such a rah rah , patriotic tone , soldiers ultimately achieves its main strategic objective dramatizing the human cost of the conflict that came to define a generation",while some will object to the idea of a vietnam picture with such a rah rah  patriotic tone  soldiers ultimately achieves its main strategic objective dramatizing the human cost of the conflict that came to define a generation,Negative,"['vietnam', 'generation', 'soldiers']"
"it 's a pedestrian , flat drama that screams out ` amateur ' in almost every frame",it s a pedestrian  flat drama that screams out  amateur  in almost every frame,Negative,"['drama', 'amateur', 'pedestrian']"
hip hop rarely comes alive as its own fire breathing entity in this picture,hip hop rarely comes alive as its own fire breathing entity in this picture,Negative,"['breathing', 'hop', 'hip']"
"parts seem like they were lifted from terry gilliam 's subconscious , pressed through kafka 's meat grinder and into bu uel 's casings",parts seem like they were lifted from terry gilliam s subconscious  pressed through kafka s meat grinder and into bu uel s casings,Positive,"['parts', 'casings', 'kafka']"
it uses some of the figures from the real life story to portray themselves in the film,it uses some of the figures from the real life story to portray themselves in the film,Neutral,"['portray', 'film', 'figures']"
"for casual moviegoers who stumble into rules expecting a slice of american pie hijinks starring the kid from dawson 's creek , they 'll probably run out screaming",for casual moviegoers who stumble into rules expecting a slice of american pie hijinks starring the kid from dawson s creek  they ll probably run out screaming,Negative,"['moviegoers', 'screaming', 'dawson']"
"it could have been something special , but two things drag it down to mediocrity director clare peploe 's misunderstanding of marivaux 's rhythms , and mira sorvino 's limitations as a classical actress",it could have been something special  but two things drag it down to mediocrity director clare peploe s misunderstanding of marivaux s rhythms  and mira sorvino s limitations as a classical actress,Negative,"['mediocrity', 'sorvino', 'actress']"
"affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids",affable if not timeless  like mike raises some worthwhile themes while delivering a wholesome fantasy for kids,Positive,"['timeless', 'themes', 'mike']"
slap her she 's not funny !,slap her she s not funny ,Negative,"['slap', 'funny']"
"everything 's serious , poetic , earnest and sadly dull",everything s serious  poetic  earnest and sadly dull,Negative,"['dull', 'earnest', 'poetic']"
see clockstoppers if you have nothing better to do with 94 minutes,see clockstoppers if you have nothing better to do with 94 minutes,Negative,"['clockstoppers', 'minutes', '94']"
"if you 're not fans of the adventues of steve and terri , you should avoid this like the dreaded king brown snake",if you re not fans of the adventues of steve and terri  you should avoid this like the dreaded king brown snake,Negative,"['steve', 'snake', 'terri']"
a psychic journey deep into the very fabric of iranian life,a psychic journey deep into the very fabric of iranian life,Neutral,"['psychic', 'iranian', 'journey']"
"an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks",an incredibly thoughtful  deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks,Negative,"['grief', 'meditative', 'thoughtful']"
love liza is a festival film that would have been better off staying on the festival circuit,love liza is a festival film that would have been better off staying on the festival circuit,Positive,"['liza', 'festival', 'film']"
"this is an extraordinary film , not least because it is japanese and yet feels universal",this is an extraordinary film  not least because it is japanese and yet feels universal,Neutral,"['universal', 'extraordinary', 'japanese']"
gaghan has thrown every suspenseful clich in the book at this nonsensical story,gaghan has thrown every suspenseful clich in the book at this nonsensical story,Neutral,"['gaghan', 'suspenseful', 'book']"
deuces wild is an encyclopedia of cliches that shoplifts shamelessly from farewell to innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence,deuces wild is an encyclopedia of cliches that shoplifts shamelessly from farewell to innocence movies like the wanderers and a bronx tale without cribbing any of their intelligence,Positive,"['deuces', 'wild', 'cliches']"
it 's still terrible !,it s still terrible ,Negative,['terrible']
it 's in the action scenes that things fall apart,it s in the action scenes that things fall apart,Neutral,"['scenes', 'action', 'apart']"
"if ayurveda can help us return to a sane regimen of eating , sleeping and stress reducing contemplation , it is clearly a good thing",if ayurveda can help us return to a sane regimen of eating  sleeping and stress reducing contemplation  it is clearly a good thing,Positive,"['ayurveda', 'contemplation', 'sleeping']"
will certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about,will certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about,Positive,"['asiaphiles', 'cinema', 'asian']"
